area_type,location,total_sqft,bath,balcony,price,ready_to_move,bhk
Super built-up  Area,Akshaya Nagar,1225.0,2,0,68.0,1,2.0
Super built-up  Area,Akshaya Nagar,1179.0,2,1,51.0,1,2.0
Super built-up  Area,Akshaya Nagar,1421.0,2,2,73.0,1,3.0
Super built-up  Area,Akshaya Nagar,1893.0,4,2,95.0,1,3.0
Built-up  Area,Akshaya Nagar,900.0,2,1,45.0,1,2.0
Super built-up  Area,Ambalipura,1105.0,2,1,75.0,1,2.0
Super built-up  Area,Ambalipura,1800.0,3,3,110.0,1,3.0
Built-up  Area,Ambalipura,1150.0,2,2,80.0,1,2.0
Super built-up  Area,Ambalipura,1250.0,2,2,66.25,1,2.0
Super built-up  Area,Ambalipura,1332.0,2,1,79.0,1,2.0
Super built-up  Area,Ambalipura,1730.0,3,1,120.0,1,3.0
Built-up  Area,Ambalipura,3500.0,3,0,198.0,1,3.0
Super built-up  Area,Ambalipura,1230.0,2,2,66.25,1,2.0
Super built-up  Area,Ambalipura,1351.0,2,1,77.0,1,2.0
Built-up  Area,Ambalipura,2550.0,4,2,149.0,1,4.0
Built-up  Area,Ambalipura,1817.0,3,3,102.0,1,3.0
Super built-up  Area,Ambalipura,2750.0,4,0,142.0,1,4.0
Super built-up  Area,Ambalipura,1303.0,2,2,80.0,1,2.0
Super built-up  Area,Ambalipura,1607.0,2,2,112.0,1,3.0
Super built-up  Area,Ambalipura,770.0,1,2,43.82,1,1.0
Super built-up  Area,Ambalipura,1700.0,2,2,76.0,1,2.0
Super built-up  Area,Ambalipura,1060.0,2,1,58.5,1,2.0
Built-up  Area,Ambalipura,1650.0,3,3,100.0,1,3.0
Super built-up  Area,Ambalipura,1198.0,2,2,80.0,1,2.0
Super built-up  Area,Ambedkar Nagar,1935.0,4,2,130.0,1,3.0
Super built-up  Area,Ambedkar Nagar,1424.0,2,2,90.0,1,2.0
Super built-up  Area,Ambedkar Nagar,2225.0,4,2,169.0,1,3.0
Super built-up  Area,Ambedkar Nagar,1862.0,3,2,120.0,1,3.0
Super built-up  Area,Ambedkar Nagar,1850.0,4,3,139.0,1,3.0
Super built-up  Area,Ambedkar Nagar,1936.0,4,2,126.0,1,3.0
Super built-up  Area,Ambedkar Nagar,1862.0,3,2,119.0,1,3.0
Super built-up  Area,Ambedkar Nagar,2150.0,4,2,125.0,1,3.0
Built-up  Area,Ambedkar Nagar,3530.0,4,2,290.0,1,4.0
Super built-up  Area,Ambedkar Nagar,1856.0,3,1,120.0,1,3.0
Super built-up  Area,Ambedkar Nagar,1852.0,3,2,130.0,1,3.0
Super built-up  Area,Ambedkar Nagar,1850.0,4,2,120.0,1,3.0
Super built-up  Area,Ambedkar Nagar,1367.0,2,2,86.0,1,2.0
Plot  Area,Ambedkar Nagar,3565.0,4,3,255.0,0,4.0
Super built-up  Area,Ambedkar Nagar,1409.0,2,2,95.0,1,2.0
Super built-up  Area,Ambedkar Nagar,1950.0,4,2,120.0,1,3.0
Super built-up  Area,Ambedkar Nagar,1921.0,4,3,129.0,1,3.0
Super built-up  Area,Ambedkar Nagar,1920.0,4,2,121.0,1,3.0
Super built-up  Area,Ambedkar Nagar,1935.0,4,2,125.0,1,3.0
Super built-up  Area,Ambedkar Nagar,1852.0,4,2,122.0,1,3.0
Super built-up  Area,Ambedkar Nagar,1852.0,3,2,125.0,1,3.0
Super built-up  Area,Ambedkar Nagar,1850.0,4,2,121.0,1,3.0
Super built-up  Area,Ambedkar Nagar,1425.0,2,1,94.0,1,2.0
Built-up  Area,Ambedkar Nagar,2395.0,4,2,150.0,1,3.0
Super built-up  Area,Amruthahalli,900.0,2,1,40.0,1,2.0
Super built-up  Area,Amruthahalli,1200.0,2,2,55.0,1,2.0
Built-up  Area,Amruthahalli,1900.0,3,1,135.0,1,3.0
Built-up  Area,Amruthahalli,924.0,2,1,45.0,1,2.0
Carpet  Area,Amruthahalli,900.0,2,1,60.0,1,2.0
Built-up  Area,Amruthahalli,1100.0,2,1,45.0,1,2.0
Super built-up  Area,Amruthahalli,1200.0,2,1,55.0,1,2.0
Super built-up  Area,Amruthahalli,1350.0,2,3,63.0,1,3.0
Built-up  Area,Amruthahalli,1605.0,3,2,65.0,1,3.0
Super built-up  Area,Amruthahalli,1700.0,3,2,77.0,1,3.0
Super built-up  Area,Amruthahalli,1450.0,2,1,85.0,1,3.0
Super built-up  Area,Amruthahalli,1250.0,2,2,79.0,1,2.0
Super built-up  Area,Amruthahalli,1190.0,2,2,50.0,1,2.0
Super built-up  Area,Amruthahalli,1202.0,2,1,65.0,1,2.0
Super built-up  Area,Amruthahalli,1340.0,2,1,75.0,1,2.0
Super built-up  Area,Amruthahalli,2650.0,4,0,175.0,1,3.0
Built-up  Area,Amruthahalli,1450.0,2,1,90.0,1,3.0
Super built-up  Area,Amruthahalli,1025.0,2,1,42.0,1,2.0
Built-up  Area,Amruthahalli,485.0,1,1,19.5,1,1.0
Super built-up  Area,Anandapura,1167.0,2,1,43.76,0,2.0
Plot  Area,Anandapura,1000.0,2,1,55.0,0,2.0
Super built-up  Area,Anandapura,1141.0,2,1,42.79,0,2.0
Super built-up  Area,Anandapura,1576.0,3,2,59.1,0,3.0
Plot  Area,Anandapura,1200.0,2,1,67.0,1,2.0
Plot  Area,Anandapura,1200.0,2,1,58.0,1,2.0
Super built-up  Area,Anandapura,1151.0,2,1,43.1,1,2.0
Super built-up  Area,Anandapura,1141.0,2,1,42.75,1,2.0
Plot  Area,Anandapura,900.0,2,0,48.0,1,2.0
Plot  Area,Anandapura,1749.0,4,0,90.0,1,4.0
Super built-up  Area,Anandapura,1151.0,2,1,42.9,1,2.0
Super built-up  Area,Anandapura,1576.0,3,2,58.0,1,3.0
Built-up  Area,Anandapura,1250.0,2,2,45.0,1,2.0
Plot  Area,Anandapura,875.0,2,1,57.0,1,2.0
Super built-up  Area,Anandapura,1151.0,2,1,43.16,0,2.0
Built-up  Area,Anandapura,1200.0,2,0,58.0,1,2.0
Plot  Area,Anandapura,1200.0,2,0,66.0,1,3.0
Plot  Area,Anandapura,1415.0,2,1,74.0,1,3.0
Super built-up  Area,Anandapura,1200.0,2,1,50.0,1,2.0
Super built-up  Area,Anandapura,1141.0,2,1,50.0,1,2.0
Super built-up  Area,Anandapura,1576.0,3,2,58.7,1,3.0
Super built-up  Area,Ananth Nagar,500.0,1,1,14.0,0,1.0
Super built-up  Area,Ananth Nagar,1100.0,2,2,31.5,1,2.0
Super built-up  Area,Ananth Nagar,982.0,2,2,24.55,0,2.0
Super built-up  Area,Ananth Nagar,500.0,2,2,14.0,0,1.0
Super built-up  Area,Ananth Nagar,900.0,2,2,22.5,0,2.0
Super built-up  Area,Ananth Nagar,908.0,2,1,26.0,1,2.0
Super built-up  Area,Ananth Nagar,870.0,2,2,36.0,1,2.0
Super built-up  Area,Ananth Nagar,937.0,2,1,35.0,1,2.0
Built-up  Area,Ananth Nagar,960.0,2,3,37.0,1,2.0
Super built-up  Area,Ananth Nagar,1000.0,2,1,29.7,0,2.0
Built-up  Area,Ananth Nagar,850.0,2,1,25.99,1,2.0
Super built-up  Area,Ananth Nagar,902.0,2,1,25.26,1,2.0
Built-up  Area,Ananth Nagar,1470.0,3,2,54.0,1,3.0
Built-up  Area,Ananth Nagar,810.0,2,1,25.5,1,2.0
Super built-up  Area,Ananth Nagar,890.0,2,1,27.0,1,2.0
Super built-up  Area,Ananth Nagar,1200.0,2,1,36.0,0,2.0
Super built-up  Area,Ananth Nagar,1319.0,3,1,37.75,1,3.0
Super built-up  Area,Ananth Nagar,1319.0,3,1,42.0,1,3.0
Super built-up  Area,Ananth Nagar,1000.0,2,3,25.0,0,2.0
Super built-up  Area,Ananth Nagar,902.0,2,2,25.0,1,2.0
Super built-up  Area,Ananth Nagar,930.0,2,1,25.99,1,2.0
Super built-up  Area,Ananth Nagar,1074.0,2,2,26.85,0,2.0
Super built-up  Area,Ananth Nagar,1010.0,2,2,38.0,1,2.0
Super built-up  Area,Ananth Nagar,992.0,2,2,24.8,0,2.0
Plot  Area,Anekal,1200.0,1,1,36.0,0,2.0
Super built-up  Area,Anekal,656.0,2,1,22.0,1,2.0
Super built-up  Area,Anekal,620.0,2,1,22.0,1,2.0
Super built-up  Area,Anekal,600.0,1,1,16.5,1,1.0
Super built-up  Area,Anekal,925.0,2,1,40.0,1,2.0
Super built-up  Area,Anekal,530.0,1,1,18.0,0,1.0
Plot  Area,Anekal,1800.0,3,2,68.0,1,3.0
Built-up  Area,Anekal,351.0,1,1,16.0,1,1.0
Super built-up  Area,Anekal,1035.0,2,2,38.3,1,2.0
Super built-up  Area,Anekal,888.0,2,1,34.0,1,2.0
Plot  Area,Anekal,1200.0,2,1,36.1,0,2.0
Built-up  Area,Anekal,700.0,1,0,19.4,1,2.0
Plot  Area,Anekal,1200.0,2,1,36.0,1,4.0
Super built-up  Area,Anekal,766.0,2,2,28.0,1,2.0
Built-up  Area,Anekal,967.0,2,1,45.0,1,3.0
Built-up  Area,Anekal,620.0,1,1,23.5,1,2.0
Super built-up  Area,Anekal,1150.0,3,2,45.0,1,3.0
Built-up  Area,Anekal,400.0,1,1,11.5,1,1.0
Super built-up  Area,Anekal,456.0,1,1,15.0,1,1.0
Plot  Area,Anekal,2400.0,4,0,95.0,1,3.0
Super built-up  Area,Anekal,680.0,1,1,21.0,1,2.0
Built-up  Area,Anekal,420.0,1,1,12.5,1,1.0
Super built-up  Area,Anekal,614.0,1,1,28.0,1,2.0
Super built-up  Area,Anekal,1140.0,2,2,52.0,0,2.0
Super built-up  Area,Anekal,625.0,1,1,25.0,0,2.0
Built-up  Area,Anjanapura,1850.0,4,2,86.0,1,4.0
Super built-up  Area,Anjanapura,1070.0,2,2,39.0,0,2.0
Plot  Area,Anjanapura,1500.0,3,1,121.0,0,3.0
Super built-up  Area,Anjanapura,1070.0,2,2,37.0,0,2.0
Super built-up  Area,Anjanapura,950.0,2,1,40.0,1,2.0
Built-up  Area,Anjanapura,1280.0,2,2,45.0,1,3.0
Super built-up  Area,Anjanapura,710.0,2,0,25.0,1,2.0
Super built-up  Area,Anjanapura,1347.0,2,1,37.72,0,3.0
Built-up  Area,Anjanapura,950.0,2,0,32.0,1,2.0
Super built-up  Area,Anjanapura,1800.0,4,2,55.0,1,4.0
Super built-up  Area,Anjanapura,1843.0,3,1,87.54,1,3.0
Super built-up  Area,Anjanapura,1076.0,2,1,30.13,0,2.0
Built-up  Area,Anjanapura,950.0,2,0,30.0,1,2.0
Super built-up  Area,Ardendale,1750.0,3,2,100.0,1,3.0
Built-up  Area,Ardendale,3198.0,4,3,200.0,1,4.0
Super built-up  Area,Ardendale,2422.0,4,2,160.0,1,4.0
Super built-up  Area,Ardendale,1750.0,3,3,100.0,1,3.0
Plot  Area,Ardendale,3200.0,4,1,205.0,1,4.0
Super built-up  Area,Ardendale,1728.0,3,2,95.0,1,3.0
Super built-up  Area,Ardendale,2062.0,3,0,140.0,1,4.0
Super built-up  Area,Ardendale,1732.46,3,2,92.0,1,3.0
Super built-up  Area,Ardendale,2062.0,3,0,150.0,1,4.0
Built-up  Area,Ardendale,2800.0,4,0,140.0,1,4.0
Super built-up  Area,Ardendale,1224.0,2,2,70.0,1,2.0
Super built-up  Area,Ardendale,1777.26,3,2,105.0,1,3.0
Super built-up  Area,Ardendale,1650.0,3,3,82.0,1,3.0
Built-up  Area,Ardendale,1650.0,3,3,82.0,1,3.0
Super built-up  Area,Ardendale,1224.0,2,2,67.0,1,2.0
Super built-up  Area,Ardendale,1723.0,3,2,95.0,1,3.0
Super built-up  Area,Ardendale,1777.26,3,2,89.0,1,3.0
Super built-up  Area,Ardendale,1777.26,3,2,92.0,1,3.0
Super built-up  Area,Arekere,1222.0,2,2,45.0,1,2.0
Super built-up  Area,Arekere,2060.0,3,2,140.0,1,3.0
Built-up  Area,Arekere,920.0,2,1,40.0,1,2.0
Built-up  Area,Arekere,1740.0,2,0,95.0,1,3.0
Built-up  Area,Arekere,1190.0,2,2,55.0,1,2.0
Built-up  Area,Arekere,600.0,1,1,28.0,1,1.0
Super built-up  Area,Arekere,2072.0,3,2,108.0,0,3.0
Super built-up  Area,Arekere,1100.0,2,2,55.0,1,2.0
Super built-up  Area,Arekere,1445.0,2,2,125.0,1,3.0
Super built-up  Area,Arekere,900.0,2,3,50.0,1,2.0
Super built-up  Area,Arekere,2060.0,3,2,150.0,1,3.0
Super built-up  Area,Arekere,2710.0,6,2,142.0,0,4.0
Plot  Area,Arekere,2400.0,3,1,180.0,1,3.0
Super built-up  Area,Arekere,1240.0,2,2,60.0,1,2.0
Super built-up  Area,Arekere,900.0,2,1,44.5,1,2.0
Super built-up  Area,Attibele,450.0,1,1,11.0,1,1.0
Built-up  Area,Attibele,1600.0,4,0,52.8,1,4.0
Built-up  Area,Attibele,656.0,2,1,25.0,1,2.0
Built-up  Area,Attibele,400.0,1,1,11.0,1,1.0
Built-up  Area,Attibele,400.0,1,1,12.0,1,1.0
Built-up  Area,Attibele,400.0,1,1,14.0,1,1.0
Super built-up  Area,Attibele,500.0,1,1,17.0,1,1.0
Plot  Area,Attibele,2168.0,4,2,95.0,1,4.0
Built-up  Area,Attibele,395.0,1,1,10.25,1,1.0
Built-up  Area,Attibele,420.0,1,1,17.0,1,1.0
Super built-up  Area,Attibele,1639.0,2,1,40.98,1,3.0
Built-up  Area,Attibele,418.0,1,1,12.0,1,1.0
Built-up  Area,Attibele,1200.0,2,2,42.0,1,2.0
Super built-up  Area,Attibele,400.0,1,1,10.0,1,1.0
Super built-up  Area,Attibele,695.0,1,1,25.0,1,2.0
Super built-up  Area,Attibele,850.0,1,1,25.0,1,2.0
Built-up  Area,Attibele,2400.0,3,3,120.0,1,3.0
Built-up  Area,Attibele,450.0,1,1,12.5,1,1.0
Super built-up  Area,Attibele,995.0,1,1,24.88,1,2.0
Super built-up  Area,Attibele,900.0,1,1,25.0,0,2.0
Super built-up  Area,Attibele,1174.0,2,1,29.35,1,2.0
Super built-up  Area,Attibele,782.0,1,0,19.55,1,1.0
Super built-up  Area,Attibele,1175.0,2,1,29.38,1,2.0
Super built-up  Area,Attibele,656.0,2,1,25.0,1,2.0
Built-up  Area,Attibele,400.0,1,1,11.5,1,1.0
Carpet  Area,Attibele,460.0,1,1,13.0,1,1.0
Super built-up  Area,Attibele,418.0,2,1,11.5,1,1.0
Plot  Area,Attibele,1000.0,2,1,42.0,0,2.0
Super built-up  Area,Attibele,550.0,1,1,11.5,1,1.0
Super built-up  Area,Attibele,996.0,2,1,24.9,1,2.0
Built-up  Area,Attibele,410.0,1,1,10.0,1,1.0
Plot  Area,Attibele,1700.0,3,1,65.0,1,3.0
Super built-up  Area,Attibele,400.0,1,1,10.25,1,1.0
Plot  Area,Attibele,1500.0,3,2,90.0,1,3.0
Built-up  Area,Attibele,520.0,1,1,15.0,1,1.0
Super built-up  Area,BEML Layout,1060.0,2,1,55.0,1,2.0
Super built-up  Area,BEML Layout,2000.0,3,2,85.0,1,3.0
Built-up  Area,BEML Layout,999.0,2,3,45.0,1,2.0
Plot  Area,BEML Layout,2400.0,4,1,225.0,1,5.0
Super built-up  Area,BEML Layout,2000.0,2,2,85.0,1,3.0
Super built-up  Area,BEML Layout,1194.0,2,1,65.0,1,2.0
Super built-up  Area,BEML Layout,1200.0,2,2,67.0,1,2.0
Plot  Area,BEML Layout,2400.0,2,1,228.0,1,2.0
Plot  Area,BTM 2nd Stage,1260.0,5,1,185.0,1,3.0
Carpet  Area,BTM 2nd Stage,950.0,2,1,52.0,1,2.0
Built-up  Area,BTM 2nd Stage,1850.0,3,0,170.0,1,3.0
Super built-up  Area,BTM 2nd Stage,1200.0,2,2,80.0,1,2.0
Super built-up  Area,BTM 2nd Stage,1274.0,2,2,70.0,1,2.0
Super built-up  Area,BTM 2nd Stage,1250.0,3,1,50.0,0,3.0
Super built-up  Area,BTM 2nd Stage,1070.0,2,1,48.0,1,2.0
Built-up  Area,BTM 2nd Stage,1280.0,2,2,80.0,1,2.0
Built-up  Area,BTM 2nd Stage,1100.0,2,2,70.0,1,2.0
Super built-up  Area,BTM 2nd Stage,1000.0,2,2,58.0,1,2.0
Plot  Area,BTM 2nd Stage,2990.0,5,3,416.0,1,5.0
Super built-up  Area,BTM 2nd Stage,1265.0,2,2,55.0,1,2.0
Super built-up  Area,BTM 2nd Stage,2200.0,3,3,220.0,1,3.0
Super built-up  Area,BTM 2nd Stage,2780.0,4,1,325.0,1,3.0
Plot  Area,BTM 2nd Stage,2400.0,2,0,360.0,1,3.0
Super built-up  Area,BTM 2nd Stage,965.0,2,2,56.0,1,2.0
Super built-up  Area,BTM 2nd Stage,1147.0,2,1,75.0,1,2.0
Built-up  Area,BTM 2nd Stage,1750.0,3,3,172.0,1,3.0
Super built-up  Area,BTM 2nd Stage,1400.0,2,3,90.0,1,2.0
Super built-up  Area,BTM 2nd Stage,1200.0,2,2,70.0,1,2.0
Super built-up  Area,BTM 2nd Stage,1100.0,2,2,47.0,1,2.0
Super built-up  Area,BTM 2nd Stage,930.0,2,2,46.0,1,2.0
Super built-up  Area,BTM 2nd Stage,1265.0,2,3,55.0,1,3.0
Super built-up  Area,BTM 2nd Stage,2500.0,3,2,345.0,1,3.0
Super built-up  Area,BTM Layout,1150.0,2,2,63.0,1,2.0
Built-up  Area,BTM Layout,3300.0,6,3,165.0,1,6.0
Built-up  Area,BTM Layout,1450.0,2,2,81.0,1,3.0
Super built-up  Area,BTM Layout,1776.0,2,3,75.0,1,3.0
Super built-up  Area,BTM Layout,1458.0,3,2,79.0,1,3.0
Built-up  Area,BTM Layout,935.0,2,1,51.5,1,2.0
Super built-up  Area,BTM Layout,1020.0,2,1,46.5,1,2.0
Super built-up  Area,BTM Layout,1600.0,3,2,112.0,1,3.0
Built-up  Area,BTM Layout,1300.0,2,1,75.0,1,3.0
Built-up  Area,BTM Layout,1540.0,2,2,78.0,1,3.0
Super built-up  Area,BTM Layout,450.0,1,1,20.0,1,1.0
Built-up  Area,BTM Layout,2400.0,3,2,220.0,1,3.0
Super built-up  Area,BTM Layout,1196.0,2,2,56.81,1,2.0
Super built-up  Area,BTM Layout,1470.0,2,2,99.0,1,3.0
Super built-up  Area,Babusapalaya,1358.0,2,1,43.4,1,3.0
Super built-up  Area,Babusapalaya,1213.0,2,2,41.39,0,3.0
Super built-up  Area,Babusapalaya,1611.0,2,2,66.0,1,3.0
Super built-up  Area,Babusapalaya,1167.0,2,2,39.98,0,3.0
Super built-up  Area,Babusapalaya,1675.0,3,3,75.0,1,3.0
Super built-up  Area,Babusapalaya,1141.0,2,1,46.0,1,2.0
Super built-up  Area,Babusapalaya,1084.0,2,1,58.0,1,2.0
Built-up  Area,Babusapalaya,1500.0,2,2,57.0,1,2.0
Built-up  Area,Babusapalaya,1453.0,2,2,43.59,1,3.0
Super built-up  Area,Babusapalaya,1050.0,2,3,45.0,1,2.0
Super built-up  Area,Babusapalaya,1141.0,2,1,45.9,1,2.0
Super built-up  Area,Babusapalaya,1358.0,2,1,43.1,1,3.0
Super built-up  Area,Babusapalaya,1230.0,3,3,53.0,1,3.0
Built-up  Area,Babusapalaya,1105.0,2,1,40.0,1,2.0
Super built-up  Area,Babusapalaya,1410.0,2,3,65.0,1,3.0
Built-up  Area,Babusapalaya,1305.0,2,1,70.0,1,2.0
Super built-up  Area,Babusapalaya,1450.0,2,1,55.99,1,2.0
Super built-up  Area,Babusapalaya,1100.0,2,2,38.0,1,2.0
Super built-up  Area,Babusapalaya,1213.0,2,1,36.37,0,3.0
Super built-up  Area,Babusapalaya,1061.0,2,1,33.84,1,2.0
Super built-up  Area,Babusapalaya,1061.0,2,1,38.95,0,2.0
Super built-up  Area,Babusapalaya,1061.0,2,1,34.0,1,2.0
Super built-up  Area,Babusapalaya,1245.0,2,2,58.0,1,2.0
Super built-up  Area,Badavala Nagar,1494.0,2,2,94.55,0,3.0
Super built-up  Area,Badavala Nagar,1274.0,2,1,81.0,0,2.0
Super built-up  Area,Badavala Nagar,1842.0,3,2,115.0,0,3.0
Super built-up  Area,Badavala Nagar,1494.0,2,2,94.55,1,3.0
Super built-up  Area,Balagere,1210.0,2,1,80.9,1,2.0
Super built-up  Area,Balagere,1210.0,2,1,72.0,1,2.0
Super built-up  Area,Balagere,1205.0,2,1,78.5,1,2.0
Super built-up  Area,Balagere,790.5,1,0,41.9,0,1.0
Super built-up  Area,Balagere,1145.0,2,2,65.0,0,2.0
Super built-up  Area,Balagere,1012.0,2,1,54.59,0,2.0
Super built-up  Area,Balagere,1020.07,2,1,68.38,0,2.0
Super built-up  Area,Balagere,1205.47,2,1,81.0,0,2.0
Super built-up  Area,Balagere,1007.0,2,1,65.0,0,2.0
Super built-up  Area,Balagere,1205.0,2,1,70.0,0,2.0
Super built-up  Area,Balagere,1210.0,2,1,74.0,0,2.0
Super built-up  Area,Balagere,1210.0,2,1,83.0,1,2.0
Built-up  Area,Balagere,675.0,1,1,45.0,0,1.0
Super built-up  Area,Balagere,656.0,1,1,43.0,1,1.0
Super built-up  Area,Balagere,1012.0,2,1,64.0,0,2.0
Super built-up  Area,Balagere,1007.0,2,1,62.0,1,2.0
Built-up  Area,Balagere,1007.0,2,1,67.0,1,2.0
Super built-up  Area,Balagere,1007.0,2,1,66.0,1,2.0
Super built-up  Area,Balagere,1205.0,2,1,63.86,0,2.0
Super built-up  Area,Balagere,1012.0,2,1,53.58,0,2.0
Super built-up  Area,Balagere,645.0,1,1,34.18,0,1.0
Super built-up  Area,Balagere,1007.0,2,1,53.0,0,2.0
Super built-up  Area,Balagere,1210.0,2,1,69.0,0,2.0
Super built-up  Area,Balagere,790.5,1,0,42.295,0,1.0
Super built-up  Area,Balagere,1012.0,2,1,65.0,0,2.0
Super built-up  Area,Balagere,656.0,1,1,38.77,0,1.0
Super built-up  Area,Balagere,645.0,1,1,39.0,0,1.0
Built-up  Area,Balagere,645.0,1,1,41.0,0,1.0
Super built-up  Area,Balagere,1210.0,2,1,82.0,0,2.0
Super built-up  Area,Balagere,656.0,1,1,34.77,0,1.0
Super built-up  Area,Balagere,1205.0,2,1,73.87,0,2.0
Super built-up  Area,Balagere,1012.0,2,1,70.0,0,2.0
Super built-up  Area,Balagere,1007.0,2,1,68.0,0,2.0
Super built-up  Area,Balagere,1205.0,2,1,67.0,0,2.0
Super built-up  Area,Balagere,1205.0,2,1,79.0,1,2.0
Built-up  Area,Balagere,1012.0,2,1,68.0,1,2.0
Super built-up  Area,Banashankari,1200.0,2,2,42.0,1,3.0
Super built-up  Area,Banashankari,1077.0,2,2,37.64,1,2.0
Super built-up  Area,Banashankari,1470.0,2,1,88.64,0,3.0
Built-up  Area,Banashankari,1300.0,2,2,75.0,1,3.0
Super built-up  Area,Banashankari,1800.0,3,2,115.0,1,3.0
Built-up  Area,Banashankari,1125.0,2,1,63.0,1,2.0
Super built-up  Area,Banashankari,1340.0,2,3,53.6,1,3.0
Super built-up  Area,Banashankari,1310.0,2,2,80.0,0,2.0
Super built-up  Area,Banashankari,2600.0,4,1,135.0,0,3.0
Super built-up  Area,Banashankari,1900.0,2,1,170.0,1,3.0
Super built-up  Area,Banashankari,1260.0,2,3,75.0,1,2.0
Super built-up  Area,Banashankari,1170.0,2,2,46.79,1,2.0
Super built-up  Area,Banashankari,2500.0,4,3,95.0,0,4.0
Built-up  Area,Banashankari,1350.0,2,0,83.0,1,3.0
Super built-up  Area,Banashankari,1425.0,3,3,49.88,1,3.0
Super built-up  Area,Banashankari,1330.0,2,1,78.0,1,2.0
Super built-up  Area,Banashankari,1400.0,2,1,78.0,1,3.0
Super built-up  Area,Banashankari,1700.0,3,2,125.0,1,3.0
Super built-up  Area,Banashankari,1020.0,2,2,40.79,1,2.0
Super built-up  Area,Banashankari,1600.0,2,1,63.98,1,2.0
Super built-up  Area,Banashankari,1041.0,2,1,36.44,1,2.0
Super built-up  Area,Banashankari,3580.0,3,1,411.0,0,3.0
Super built-up  Area,Banashankari,2400.0,1,1,200.0,1,1.0
Super built-up  Area,Banashankari,1390.0,2,2,86.0,1,2.0
Super built-up  Area,Banashankari,1460.0,2,3,70.0,1,2.0
Super built-up  Area,Banashankari,1200.0,2,1,60.0,1,2.0
Super built-up  Area,Banashankari,1290.0,2,2,80.0,1,2.0
Super built-up  Area,Banashankari,2582.0,5,2,250.0,1,3.0
Built-up  Area,Banashankari,1186.0,2,3,65.0,1,2.0
Super built-up  Area,Banashankari,1650.0,3,2,101.0,1,3.0
Built-up  Area,Banashankari,1300.0,2,2,55.0,1,3.0
Super built-up  Area,Banashankari,1181.0,2,1,75.0,1,2.0
Super built-up  Area,Banashankari,1105.0,2,2,90.0,1,2.0
Super built-up  Area,Banashankari,720.0,1,1,60.0,1,1.0
Super built-up  Area,Banashankari,1040.0,2,3,45.0,1,2.0
Super built-up  Area,Banashankari,1330.0,2,2,77.0,1,2.0
Super built-up  Area,Banashankari,1200.0,2,3,49.0,1,2.0
Super built-up  Area,Banashankari,1185.0,2,2,67.0,1,2.0
Super built-up  Area,Banashankari,1000.0,2,1,50.0,0,2.0
Super built-up  Area,Banashankari,1650.0,3,2,90.75,0,3.0
Super built-up  Area,Banashankari,1650.0,3,2,101.0,0,3.0
Super built-up  Area,Banashankari,1310.0,2,2,80.43,1,2.0
Built-up  Area,Banashankari,600.0,1,0,27.0,1,2.0
Super built-up  Area,Banashankari,1430.0,2,2,87.8,0,2.0
Super built-up  Area,Banashankari,1020.0,2,1,42.83,1,2.0
Super built-up  Area,Banashankari,1372.0,2,2,48.02,1,3.0
Built-up  Area,Banashankari,1540.0,3,3,80.0,1,3.0
Super built-up  Area,Banashankari,1195.0,2,1,35.84,1,2.0
Super built-up  Area,Banashankari,1683.0,3,2,115.0,1,3.0
Built-up  Area,Banashankari,1800.0,3,2,125.0,1,3.0
Super built-up  Area,Banashankari,1175.0,2,1,41.13,1,2.0
Super built-up  Area,Banashankari,1750.0,2,2,89.0,1,3.0
Super built-up  Area,Banashankari,1800.0,3,2,175.0,1,3.0
Super built-up  Area,Banashankari,1450.0,2,2,50.75,1,2.0
Super built-up  Area,Banashankari,1770.0,3,3,108.0,0,3.0
Super built-up  Area,Banashankari,1800.0,3,2,125.0,1,3.0
Super built-up  Area,Banashankari,1886.0,3,2,205.0,1,3.0
Super built-up  Area,Banashankari,1420.0,3,1,66.0,0,3.0
Super built-up  Area,Banashankari,1200.0,3,2,74.52,0,3.0
Super built-up  Area,Banashankari,1100.0,2,1,63.0,1,2.0
Plot  Area,Banashankari,1040.0,2,1,109.0,1,3.0
Super built-up  Area,Banashankari,1340.0,2,2,53.6,1,3.0
Super built-up  Area,Banashankari,1426.0,3,2,85.0,1,3.0
Super built-up  Area,Banashankari Stage II,1700.0,2,2,150.0,1,2.0
Plot  Area,Banashankari Stage II,1200.0,2,1,150.0,1,4.0
Super built-up  Area,Banashankari Stage II,1500.0,2,1,120.0,1,3.0
Plot  Area,Banashankari Stage II,2400.0,3,2,510.0,1,5.0
Super built-up  Area,Banashankari Stage II,1240.0,2,2,59.52,1,3.0
Built-up  Area,Banashankari Stage II,1250.0,2,2,110.0,1,2.0
Super built-up  Area,Banashankari Stage II,1260.0,2,1,95.0,1,3.0
Plot  Area,Banashankari Stage II,2400.0,2,2,300.0,1,3.0
Super built-up  Area,Banashankari Stage II,1400.0,2,1,100.0,1,2.0
Super built-up  Area,Banashankari Stage II,2800.0,3,2,425.0,1,5.0
Built-up  Area,Banashankari Stage II,3000.0,3,2,450.0,1,3.0
Built-up  Area,Banashankari Stage II,1200.0,2,1,198.0,1,3.0
Super built-up  Area,Banashankari Stage II,1245.0,2,1,125.0,1,2.0
Super built-up  Area,Banashankari Stage III,1305.0,2,1,58.7,0,3.0
Super built-up  Area,Banashankari Stage III,1145.0,2,3,58.4,0,2.0
